crt.sh ID,Logged At,Not Before,Not After,Common Name,Matching Identities,Issuer Name
3281792,2014-01-13,2014-01-06,2016-01-06,"plaid.com","plaid.com
www.plaid.com","C=US, ST=Arizona, L=Scottsdale, O=\"Starfield Technologies, Inc.\", OU=http://certificates.starfieldtech.com/repository, CN=Starfield Secure Certification Authority, serialNumber=10688435"
3338470,2014-01-23,2013-12-27,2016-12-27,"*.plaid.com","*.plaid.com
plaid.com","C=US, ST=Arizona, L=Scottsdale, O=\"Starfield Technologies, Inc.\", OU=http://certificates.starfieldtech.com/repository, CN=Starfield Secure Certification Authority, serialNumber=10688435"
3787976,2014-04-11,2014-04-09,2016-12-27,"*.plaid.com","*.plaid.com
plaid.com","C=US, ST=Arizona, L=Scottsdale, O=\"Starfield Technologies, Inc.\", OU=http://certs.starfieldtech.com/repository/, CN=Starfield Secure Certificate Authority - G2"
4849947,2014-08-24,2014-08-21,2016-12-27,"*.plaid.com","*.plaid.com
plaid.com","C=US, ST=Arizona, L=Scottsdale, O=\"Starfield Technologies, Inc.\", OU=http://certs.starfieldtech.com/repository/, CN=Starfield Secure Certificate Authority - G2"
5022334,2014-09-20,2014-09-18,2016-01-06,"plaid.com","plaid.com
www.plaid.com","C=US, ST=Arizona, L=Scottsdale, O=\"Starfield Technologies, Inc.\", OU=http://certs.starfieldtech.com/repository/, CN=Starfield Secure Certificate Authority - G2"
7158631,2015-04-13,2015-04-11,2016-06-14,"*.plaid.com","*.plaid.com
plaid.com","C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA"
7180419,2015-04-15,2015-04-15,2016-06-22,"plaid.com","plaid.com
www.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
9135053,2015-09-02,2015-09-02,2016-09-06,"api.plaid.com","api.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
9167767,2015-09-04,2015-09-02,2016-09-06,"api.plaid.com","api.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
17169334,2016-04-23,2016-04-21,2018-07-19,"*.plaid.com","*.plaid.com
plaid.com","C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA"
19567155,2016-05-16,2016-05-16,2017-05-24,"dashboard.plaid.com","dashboard.plaid.com
plaid.com
www.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
19753441,2016-05-19,2016-05-16,2017-05-24,"dashboard.plaid.com","dashboard.plaid.com
plaid.com
www.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
28683266,2016-08-15,2016-08-15,2017-10-03,"api.plaid.com","api.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
28905879,2016-08-17,2016-08-15,2017-10-03,"api.plaid.com","api.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
32121421,2016-09-15,2016-08-25,2018-08-30,"support.plaid.com","support.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA"
48090046,2016-10-25,2016-10-25,2017-11-03,"cdn.plaid.com","cdn.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
48509316,2016-10-28,2016-10-25,2017-11-03,"cdn.plaid.com","cdn.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
60563609,2016-12-09,2016-10-26,2018-11-02,"go.plaid.com","em.plaid.com
go.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA"
134892474,2017-05-09,2017-05-09,2018-06-14,"dashboard.plaid.com","dashboard.plaid.com
plaid.com
www.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
135813844,2017-05-10,2017-05-09,2018-06-14,"dashboard.plaid.com","dashboard.plaid.com
plaid.com
www.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
245817170,2017-11-02,2017-11-02,2018-11-14,"cdn.plaid.com","cdn.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
245821941,2017-11-02,2017-11-02,2018-11-06,"api.plaid.com","api.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
246897188,2017-11-03,2017-11-02,2018-11-14,"cdn.plaid.com","cdn.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
255673718,2017-11-16,2017-11-02,2018-11-06,"api.plaid.com","api.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
355286134,2018-03-14,2018-03-14,2018-06-12,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
460025314,2018-05-13,2018-05-13,2018-08-11,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
460025323,2018-05-13,2018-05-13,2018-08-11,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
464025190,2018-05-15,2018-05-15,2020-07-22,"plaid.com","dashboard.plaid.com
my.plaid.com
plaid.com
www.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
464125001,2018-05-15,2018-05-15,2020-05-19,"production.plaid.com","api.plaid.com
production2.plaid.com
production.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
468960069,2018-05-17,2018-05-15,2020-05-19,"production.plaid.com","api.plaid.com
production2.plaid.com
production.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
468960207,2018-05-17,2018-05-15,2020-07-22,"plaid.com","dashboard.plaid.com
my.plaid.com
plaid.com
www.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
605382817,2018-07-12,2018-07-12,2018-10-10,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
608958615,2018-07-12,2018-07-12,2018-10-10,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
596550896,2018-07-12,2018-07-12,2020-07-16,"sandbox.plaid.com","development.plaid.com
sandbox.plaid.com
tartan.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
596551649,2018-07-12,2018-07-12,2020-07-30,"*.plaid.com","*.plaid.com
plaid.com","C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA"
596798508,2018-07-13,2018-07-13,2020-07-16,"sandbox.plaid.com","development2.plaid.com
development.plaid.com
sandbox2.plaid.com
sandbox.plaid.com
tartan.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
598367386,2018-07-14,2018-07-12,2020-07-30,"*.plaid.com","*.plaid.com
plaid.com","C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA"
612516780,2018-07-15,2018-07-13,2020-07-16,"sandbox.plaid.com","development2.plaid.com
development.plaid.com
sandbox2.plaid.com
sandbox.plaid.com
tartan.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
658405477,2018-07-31,2018-07-31,2018-10-29,"postman.plaid.com","postman.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
738107701,2018-07-31,2018-07-31,2018-10-29,"postman.plaid.com","postman.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
658409795,2018-07-31,2018-07-31,2018-10-29,"postman.plaid.com","postman.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
738115667,2018-07-31,2018-07-31,2018-10-29,"postman.plaid.com","postman.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
648955479,2018-08-14,2018-08-14,2019-09-20,"support.plaid.com","support.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA"
652142412,2018-08-17,2018-08-14,2019-09-20,"support.plaid.com","support.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA"
674257696,2018-08-24,2018-08-24,2019-08-29,"hydra.plaid.com","hydra.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA"
734481662,2018-09-10,2018-09-10,2018-12-09,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
778514860,2018-09-10,2018-09-10,2018-12-09,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
875675426,2018-10-19,2018-10-19,2020-10-23,"hydra.plaid.com","hydra2.plaid.com
hydra3.plaid.com
hydra4.plaid.com
hydra.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA"
912863020,2018-11-02,2018-11-02,2020-11-06,"go.plaid.com","em.plaid.com
go.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA"
920986263,2018-11-05,2018-11-05,2020-12-02,"cdn.plaid.com","cdn.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
927821240,2018-11-07,2018-11-07,2019-11-07,"go.plaid.com","go.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc RSA CA-1"
927821214,2018-11-07,2018-11-07,2019-11-07,"go.plaid.com","go.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc ECC CA-2"
928045326,2018-11-08,2018-11-05,2020-12-02,"cdn.plaid.com","cdn.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
930084320,2018-11-08,2018-11-08,2019-11-08,"em.plaid.com","em.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc RSA CA-1"
930084325,2018-11-08,2018-11-08,2019-11-08,"em.plaid.com","em.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc ECC CA-2"
930084374,2018-11-08,2018-11-08,2019-11-08,"em.plaid.com","em.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc RSA CA-1"
930084428,2018-11-08,2018-11-08,2019-11-08,"em.plaid.com","em.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc ECC CA-2"
932591380,2018-11-09,2018-11-09,2019-02-07,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
932591686,2018-11-09,2018-11-09,2019-02-07,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
933668661,2018-11-09,2018-11-07,2019-11-07,"go.plaid.com","go.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc ECC CA-2"
993912308,2018-12-01,2018-11-08,2019-11-08,"em.plaid.com","em.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc ECC CA-2"
1007350842,2018-12-06,2018-12-06,2020-12-10,"verite.plaid.com","verite.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA"
1092468286,2019-01-08,2019-01-08,2019-04-08,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1092791244,2019-01-08,2019-01-08,2019-04-08,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1181379110,2019-02-07,2019-02-07,2020-03-07,"gomod.plaid.com","gomod.plaid.com","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
1197976618,2019-02-13,2019-02-13,2020-03-13,"k8s.plaid.com","*.k8s.plaid.com
k8s.plaid.com","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
1197990063,2019-02-13,2019-02-13,2020-03-13,"k8s.plaid.com","*.k8s.plaid.com
k8s.plaid.com","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
1220115463,2019-02-20,2019-02-20,2020-02-20,"merch.plaid.com","merch.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc RSA CA-1"
1220115555,2019-02-20,2019-02-20,2020-02-20,"merch.plaid.com","merch.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc ECC CA-2"
1268747032,2019-03-09,2019-03-09,2019-06-07,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1271060930,2019-03-09,2019-03-09,2019-06-07,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1273580991,2019-03-10,2019-03-10,2020-04-10,"k8s.plaid.com","k8s.plaid.com","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
1323045941,2019-03-27,2019-03-27,2019-06-25,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1347343479,2019-03-27,2019-03-27,2019-06-25,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1323075822,2019-03-27,2019-03-27,2019-06-25,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1328671794,2019-03-27,2019-03-27,2019-06-25,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1324532834,2019-03-28,2019-03-28,2019-06-26,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1348194671,2019-03-28,2019-03-28,2019-06-26,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1324601988,2019-03-28,2019-03-28,2019-06-26,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1332642129,2019-03-28,2019-03-28,2019-06-26,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1325209407,2019-03-28,2019-03-28,2019-06-26,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1348463925,2019-03-28,2019-03-28,2019-06-26,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1325223807,2019-03-28,2019-03-28,2019-06-26,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1332104129,2019-03-28,2019-03-28,2019-06-26,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1325344910,2019-03-28,2019-03-28,2019-06-26,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1332030857,2019-03-28,2019-03-28,2019-06-26,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1325400144,2019-03-28,2019-03-28,2019-06-26,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1332092659,2019-03-28,2019-03-28,2019-06-26,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1326136442,2019-03-28,2019-03-28,2019-06-26,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1331638789,2019-03-28,2019-03-28,2019-06-26,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1328389998,2019-03-29,2019-03-29,2020-03-29,"blog.plaid.com","blog.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc RSA CA-1"
1328390108,2019-03-29,2019-03-29,2020-03-29,"blog.plaid.com","blog.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc ECC CA-2"
1328640977,2019-03-29,2019-03-29,2019-06-27,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1334586178,2019-03-29,2019-03-29,2019-06-27,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1335470624,2019-03-31,2019-03-29,2020-03-29,"blog.plaid.com","blog.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc ECC CA-2"
1337513264,2019-04-01,2019-04-01,2019-06-30,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1345138743,2019-04-01,2019-04-01,2019-06-30,"merchantstatus.paysafecard.com","www.status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1369021285,2019-04-09,2019-04-09,2019-07-08,"status-staging.plaid.com","status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1374675955,2019-04-09,2019-04-09,2019-07-08,"status-staging.plaid.com","status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1369073303,2019-04-09,2019-04-09,2019-07-08,"status-staging.plaid.com","status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1374704530,2019-04-09,2019-04-09,2019-07-08,"status-staging.plaid.com","status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1369278494,2019-04-10,2019-04-09,2019-07-08,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1374823942,2019-04-10,2019-04-09,2019-07-08,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1373628007,2019-04-10,2019-04-10,2019-07-09,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1376187528,2019-04-10,2019-04-10,2019-07-09,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1371820352,2019-04-10,2019-04-10,2019-07-09,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1376382466,2019-04-10,2019-04-10,2019-07-09,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1372122390,2019-04-10,2019-04-10,2019-07-09,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1376432686,2019-04-10,2019-04-10,2019-07-09,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1371971938,2019-04-10,2019-04-10,2019-07-09,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1376463615,2019-04-10,2019-04-10,2019-07-09,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1372069534,2019-04-10,2019-04-10,2019-07-09,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1376516197,2019-04-10,2019-04-10,2019-07-09,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1372183231,2019-04-10,2019-04-10,2019-07-09,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1376598242,2019-04-10,2019-04-10,2019-07-09,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1372923343,2019-04-10,2019-04-10,2019-07-09,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1377111659,2019-04-10,2019-04-10,2019-07-09,"status-beta.plaid.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1373060143,2019-04-10,2019-04-10,2019-07-09,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1377178875,2019-04-10,2019-04-10,2019-07-09,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1374200324,2019-04-11,2019-04-11,2019-07-10,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1378257186,2019-04-11,2019-04-11,2019-07-10,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1374223181,2019-04-11,2019-04-11,2019-07-10,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1378279406,2019-04-11,2019-04-11,2019-07-10,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1374375143,2019-04-11,2019-04-11,2019-07-10,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1378370058,2019-04-11,2019-04-11,2019-07-10,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1374434575,2019-04-11,2019-04-11,2019-07-10,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1378417065,2019-04-11,2019-04-11,2019-07-10,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1375584805,2019-04-11,2019-04-11,2019-07-10,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1379109297,2019-04-11,2019-04-11,2019-07-10,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1375830322,2019-04-11,2019-04-11,2019-07-10,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1379292508,2019-04-11,2019-04-11,2019-07-10,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1378474060,2019-04-12,2019-04-12,2019-07-11,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1381649857,2019-04-12,2019-04-12,2019-07-11,"ac.awesomedrives.com","status-beta.plaid.com
status-staging.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1458261203,2019-05-09,2019-05-09,2019-08-07,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1460890385,2019-05-09,2019-05-09,2019-08-07,"merch.plaid.com","merch.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1519132287,2019-05-28,2019-05-28,2020-06-28,"wadsworth-prod-cdn.plaid.com","wadsworth-prod-cdn.plaid.com","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
1525865962,2019-05-30,2019-05-30,2020-05-29,"fin-testing.plaid.com","fin-testing.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc RSA CA-1"
1525864835,2019-05-30,2019-05-30,2020-05-29,"fin-testing.plaid.com","fin-testing.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc ECC CA-2"
1525874616,2019-05-30,2019-05-30,2020-05-29,"fin.plaid.com","fin.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc RSA CA-1"
1525874743,2019-05-30,2019-05-30,2020-05-29,"fin.plaid.com","fin.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc ECC CA-2"
1531792528,2019-06-01,2019-05-30,2020-05-29,"fin.plaid.com","fin.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc ECC CA-2"
1536068833,2019-06-03,2019-02-20,2020-02-20,"merch.plaid.com","merch.plaid.com","C=US, ST=CA, L=San Francisco, O=\"CloudFlare, Inc.\", CN=CloudFlare Inc ECC CA-2"
1564717811,2019-06-11,2019-06-11,2020-10-23,"hydra.plaid.com","hydra10.plaid.com
hydra1.plaid.com
hydra2.plaid.com
hydra3.plaid.com
hydra4.plaid.com
hydra5.plaid.com
hydra6.plaid.com
hydra7.plaid.com
hydra8.plaid.com
hydra9.plaid.com
hydra.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA"
1566693688,2019-06-11,2019-06-11,2019-09-09,"ac.awesomedrives.com","status-beta.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1573675367,2019-06-11,2019-06-11,2019-09-09,"ac.awesomedrives.com","status-beta.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1569743137,2019-06-12,2019-06-12,2019-09-10,"ac.awesomedrives.com","status-beta.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1576887317,2019-06-12,2019-06-12,2019-09-10,"ac.awesomedrives.com","status-beta.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
1571019168,2019-06-12,2019-06-12,2019-09-10,"ac.awesomedrives.com","status-beta.plaid.com","C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3"
